Epoch(step|length),BatchTime,AvgBatchTime,Loss,AvgLoss,Accuracy,AvgAccuracy
[2][139/258],4.602,4.349,1.0354,1.0942,0.6000,0.4107
[2][140/258],4.120,4.347,1.0251,1.0937,0.6000,0.4121
[2][141/258],3.819,4.344,0.8992,1.0924,0.8000,0.4148
[2][142/258],3.976,4.341,1.0177,1.0918,0.4000,0.4147
[2][143/258],3.931,4.338,1.0694,1.0917,0.4000,0.4146
[2][144/258],4.510,4.340,1.0753,1.0916,0.3000,0.4138
[2][145/258],5.015,4.344,1.0262,1.0911,0.5000,0.4144
[2][146/258],4.575,4.346,1.0006,1.0905,0.4000,0.4143
[2][147/258],4.498,4.347,1.2676,1.0917,0.4000,0.4142
[2][148/258],4.936,4.351,0.8854,1.0903,0.4000,0.4141
[2][149/258],4.822,4.354,0.8569,1.0888,0.4000,0.4140
[2][150/258],4.343,4.354,1.1916,1.0894,0.2000,0.4126
[2][151/258],4.314,4.354,0.8726,1.0880,0.6000,0.4138
[2][152/258],3.758,4.350,0.9610,1.0872,0.5000,0.4144
[2][153/258],4.772,4.352,1.2747,1.0884,0.2000,0.4130
[2][154/258],4.885,4.356,0.9683,1.0876,0.4000,0.4129
[2][155/258],5.062,4.360,1.1296,1.0879,0.4000,0.4128
[2][156/258],4.287,4.360,0.9068,1.0867,0.4000,0.4127
[2][157/258],3.554,4.355,1.0059,1.0862,0.4000,0.4127
[2][158/258],4.418,4.355,1.2720,1.0874,0.4000,0.4126
[2][159/258],5.089,4.360,0.8658,1.0860,0.6000,0.4138
[2][160/258],4.113,4.358,1.0349,1.0857,0.3000,0.4130
[2][161/258],5.269,4.364,0.9990,1.0852,0.2000,0.4117
[2][162/258],3.327,4.357,1.0358,1.0849,0.2000,0.4104
[2][163/258],4.631,4.359,1.0260,1.0845,0.5000,0.4110
[2][164/258],5.752,4.368,1.0214,1.0841,0.2000,0.4097
[2][165/258],3.981,4.365,1.1255,1.0844,0.2000,0.4084
[2][166/258],3.709,4.361,1.0386,1.0841,0.4000,0.4084
[2][167/258],3.588,4.357,1.1414,1.0844,0.4000,0.4083
[2][168/258],3.063,4.349,0.8932,1.0833,0.4000,0.4083
[2][169/258],3.944,4.347,1.0717,1.0832,0.3000,0.4076
[2][170/258],4.239,4.346,0.9548,1.0825,0.5000,0.4082
[2][171/258],6.131,4.356,1.0435,1.0823,0.2000,0.4070
[2][172/258],4.468,4.357,1.3302,1.0837,0.3000,0.4064
[2][173/258],4.371,4.357,1.0497,1.0835,0.3000,0.4057
[2][174/258],3.757,4.354,1.0933,1.0836,0.3000,0.4051
[2][175/258],4.362,4.354,1.0202,1.0832,0.5000,0.4057
[2][176/258],4.274,4.353,1.0553,1.0830,0.4000,0.4056
[2][177/258],4.697,4.355,1.0977,1.0831,0.1000,0.4039
[2][178/258],2.793,4.347,1.1514,1.0835,0.4000,0.4039
[2][179/258],5.387,4.352,1.1370,1.0838,0.2000,0.4028
[2][180/258],3.980,4.350,1.1887,1.0844,0.2000,0.4017
[2][181/258],4.960,4.354,0.9779,1.0838,0.5000,0.4022
[2][182/258],4.514,4.354,1.0679,1.0837,0.3000,0.4016
[2][183/258],3.865,4.352,1.1580,1.0841,0.3000,0.4011
[2][184/258],5.354,4.357,0.9711,1.0835,0.8000,0.4032
[2][185/258],4.851,4.360,1.0165,1.0831,0.4000,0.4032
[2][186/258],4.620,4.361,1.0441,1.0829,0.5000,0.4037
[2][187/258],4.706,4.363,1.0204,1.0826,0.6000,0.4048
[2][188/258],4.917,4.366,0.9448,1.0819,0.4000,0.4048
[2][189/258],5.668,4.373,0.9925,1.0814,0.1000,0.4032
[2][190/258],4.125,4.372,0.9563,1.0807,0.5000,0.4037
[2][191/258],5.082,4.375,1.0049,1.0803,0.5000,0.4042
[2][192/258],4.844,4.378,1.2166,1.0811,0.0000,0.4021
[2][193/258],4.305,4.377,1.2201,1.0818,0.4000,0.4021
[2][194/258],4.235,4.377,0.9853,1.0813,0.6000,0.4031
[2][195/258],3.871,4.374,1.0334,1.0810,0.5000,0.4036
[2][196/258],4.492,4.375,1.2176,1.0817,0.4000,0.4036
[2][197/258],3.647,4.371,1.2082,1.0824,0.1000,0.4020
[2][198/258],4.148,4.370,1.2733,1.0833,0.2000,0.4010
[2][199/258],3.940,4.368,1.0066,1.0829,0.5000,0.4015
[2][200/258],4.341,4.368,1.1903,1.0835,0.5000,0.4020
[2][201/258],4.306,4.367,0.8410,1.0823,0.7000,0.4035
[2][202/258],4.260,4.367,1.0305,1.0820,0.7000,0.4049
[2][203/258],4.208,4.366,1.1798,1.0825,0.3000,0.4044
[2][204/258],4.477,4.367,0.9092,1.0817,0.6000,0.4054
[2][205/258],4.917,4.369,0.9825,1.0812,0.5000,0.4058
[2][206/258],3.869,4.367,1.2272,1.0819,0.3000,0.4053
[2][207/258],4.164,4.366,1.1374,1.0821,0.4000,0.4053
[2][208/258],3.847,4.363,1.0484,1.0820,0.5000,0.4057
[2][209/258],3.835,4.361,1.0767,1.0820,0.5000,0.4062
[2][210/258],4.457,4.361,1.0003,1.0816,0.5000,0.4066
[2][211/258],4.308,4.361,1.0215,1.0813,0.4000,0.4066
[2][212/258],4.931,4.364,1.3690,1.0826,0.0000,0.4047
[2][213/258],4.116,4.363,1.1854,1.0831,0.4000,0.4047
[2][214/258],3.873,4.360,1.1620,1.0835,0.3000,0.4042
[2][215/258],2.516,4.352,1.0963,1.0835,0.2000,0.4032
[2][216/258],3.416,4.347,1.1748,1.0840,0.1000,0.4018
[2][217/258],3.590,4.344,1.0892,1.0840,0.5000,0.4023
[2][218/258],4.122,4.343,1.1104,1.0841,0.4000,0.4023
[2][219/258],3.753,4.340,1.1736,1.0845,0.2000,0.4014
[2][220/258],4.592,4.341,1.0112,1.0842,0.7000,0.4027
[2][221/258],3.463,4.337,1.1394,1.0844,0.2000,0.4018
[2][222/258],4.057,4.336,1.0846,1.0844,0.3000,0.4013
[2][223/258],3.468,4.332,1.0841,1.0844,0.4000,0.4013
[2][224/258],3.653,4.329,1.0100,1.0841,0.4000,0.4013
[2][225/258],3.814,4.327,1.0066,1.0838,0.5000,0.4018
[2][226/258],4.520,4.328,0.9799,1.0833,0.5000,0.4022
[2][227/258],3.845,4.326,0.9020,1.0825,0.6000,0.4031
[2][228/258],4.227,4.325,0.7980,1.0813,0.8000,0.4048
[2][229/258],4.189,4.325,1.0862,1.0813,0.4000,0.4048
[2][230/258],4.892,4.327,1.0058,1.0810,0.4000,0.4048
[2][231/258],4.532,4.328,1.2102,1.0815,0.4000,0.4047
[2][232/258],4.368,4.328,1.2672,1.0823,0.2000,0.4039
[2][233/258],4.060,4.327,0.9199,1.0816,0.7000,0.4051
[2][234/258],4.569,4.328,1.0305,1.0814,0.5000,0.4055
[2][235/258],4.279,4.328,1.1820,1.0818,0.3000,0.4051
[2][236/258],4.670,4.329,1.1760,1.0822,0.2000,0.4042
[2][237/258],4.129,4.328,1.1542,1.0825,0.2000,0.4034
[2][238/258],3.268,4.324,0.9859,1.0821,0.4000,0.4033
[2][239/258],4.257,4.324,1.0179,1.0819,0.3000,0.4029
[2][240/258],4.732,4.325,1.0825,1.0819,0.4000,0.4029
[2][241/258],4.868,4.328,0.9679,1.0814,0.5000,0.4033
[2][242/258],4.306,4.328,1.0998,1.0815,0.4000,0.4033
[2][243/258],4.412,4.328,1.5810,1.0835,0.0000,0.4016
[2][244/258],5.129,4.331,1.0111,1.0832,0.4000,0.4016
[2][245/258],4.422,4.332,1.1388,1.0834,0.4000,0.4016
[2][246/258],4.360,4.332,1.0297,1.0832,0.4000,0.4016
[2][247/258],4.631,4.333,1.0939,1.0833,0.3000,0.4012
[2][248/258],5.112,4.336,1.0181,1.0830,0.5000,0.4016
[2][249/258],4.688,4.337,1.0523,1.0829,0.5000,0.4020
[2][250/258],4.599,4.338,1.0362,1.0827,0.3000,0.4016
[2][251/258],4.440,4.339,1.0349,1.0825,0.3000,0.4012
[2][252/258],5.075,4.342,1.0486,1.0824,0.5000,0.4016
[2][253/258],4.728,4.343,1.2641,1.0831,0.2000,0.4008
[2][254/258],4.238,4.343,1.1440,1.0833,0.3000,0.4004
[2][255/258],3.562,4.340,1.0294,1.0831,0.3000,0.4000
[2][256/258],3.673,4.337,1.0610,1.0830,0.3000,0.3996
[2][257/258],3.056,4.332,0.9882,1.0828,0.5714,0.4001
[3][0/258],3.680,3.680,1.1078,1.1078,0.3000,0.3000
[3][1/258],4.521,4.100,1.0717,1.0897,0.3000,0.3000
[3][2/258],2.747,3.649,1.0326,1.0707,0.6000,0.4000
[3][3/258],4.427,3.844,1.0093,1.0553,0.5000,0.4250
[3][4/258],4.737,4.022,1.0150,1.0473,0.4000,0.4200
[3][5/258],3.537,3.942,1.0404,1.0461,0.5000,0.4333
[3][6/258],3.445,3.871,1.0475,1.0463,0.4000,0.4286
[3][7/258],3.820,3.864,1.0172,1.0427,0.5000,0.4375
[3][8/258],3.250,3.796,1.1786,1.0578,0.2000,0.4111
[3][9/258],4.716,3.888,1.1803,1.0700,0.4000,0.4100
[3][10/258],3.705,3.871,1.4078,1.1007,0.2000,0.3909
[3][11/258],4.162,3.896,0.8946,1.0836,0.6000,0.4083
[3][12/258],4.345,3.930,1.2577,1.0970,0.1000,0.3846
[3][13/258],3.793,3.920,1.0836,1.0960,0.4000,0.3857
[3][14/258],3.617,3.900,0.9578,1.0868,0.5000,0.3933
[3][15/258],3.115,3.851,1.0473,1.0843,0.5000,0.4000
[3][16/258],2.947,3.798,1.0276,1.0810,0.4000,0.4000
[3][17/258],3.957,3.807,0.9983,1.0764,0.6000,0.4111
[3][18/258],4.434,3.840,1.0366,1.0743,0.5000,0.4158
[3][19/258],3.495,3.823,1.0503,1.0731,0.4000,0.4150
[3][20/258],3.241,3.795,1.1070,1.0747,0.4000,0.4143
[3][21/258],3.095,3.763,1.0784,1.0749,0.4000,0.4136
[3][22/258],3.948,3.771,1.0191,1.0725,0.3000,0.4087
[3][23/258],2.982,3.738,1.0303,1.0707,0.4000,0.4083
[3][24/258],4.717,3.777,1.1911,1.0755,0.3000,0.4040
[3][25/258],3.465,3.765,0.9961,1.0725,0.6000,0.4115
[3][26/258],3.433,3.753,1.0518,1.0717,0.5000,0.4148
[3][27/258],3.546,3.746,1.0363,1.0704,0.4000,0.4143
[3][28/258],3.845,3.749,1.1137,1.0719,0.2000,0.4069
[3][29/258],4.065,3.760,1.0972,1.0728,0.2000,0.4000
[3][30/258],4.131,3.772,1.0869,1.0732,0.4000,0.4000
[3][31/258],4.536,3.795,0.9422,1.0691,0.6000,0.4062
[3][32/258],4.566,3.819,0.9801,1.0664,0.3000,0.4030
[3][33/258],3.562,3.811,1.0624,1.0663,0.4000,0.4029
[3][34/258],4.453,3.830,0.8118,1.0590,0.7000,0.4114
[3][35/258],4.017,3.835,0.9573,1.0562,0.8000,0.4222
[3][36/258],3.705,3.831,1.2175,1.0606,0.0000,0.4108
[3][37/258],4.072,3.838,1.1862,1.0639,0.5000,0.4132
[3][38/258],2.495,3.803,0.8398,1.0581,0.5000,0.4154
[3][39/258],3.557,3.797,1.0643,1.0583,0.4000,0.4150
[3][40/258],3.607,3.792,1.2004,1.0618,0.2000,0.4098
[3][41/258],3.601,3.788,0.9702,1.0596,0.4000,0.4095
[3][42/258],3.376,3.778,0.9713,1.0575,0.5000,0.4116
[3][43/258],2.759,3.755,1.0417,1.0572,0.6000,0.4159
[3][44/258],3.645,3.753,1.0835,1.0577,0.2000,0.4111
[3][45/258],3.749,3.753,1.0429,1.0574,0.5000,0.4130
[3][46/258],4.485,3.768,1.0807,1.0579,0.4000,0.4128
[3][47/258],3.377,3.760,1.1512,1.0599,0.4000,0.4125
[3][48/258],3.410,3.753,1.1551,1.0618,0.4000,0.4122
[3][49/258],3.129,3.740,1.2364,1.0653,0.5000,0.4140
[3][50/258],3.922,3.744,0.9900,1.0638,0.3000,0.4118
[3][51/258],3.033,3.730,0.8869,1.0604,0.7000,0.4173
[3][52/258],3.644,3.729,1.1675,1.0624,0.3000,0.4151
[3][53/258],3.914,3.732,0.9679,1.0607,0.5000,0.4167
[3][54/258],3.127,3.721,1.1429,1.0622,0.3000,0.4145
[3][55/258],2.834,3.705,1.1008,1.0629,0.3000,0.4125
[3][56/258],2.849,3.690,0.9781,1.0614,0.4000,0.4123
[3][57/258],4.450,3.703,1.0688,1.0615,0.2000,0.4086
[3][58/258],3.928,3.707,1.0660,1.0616,0.3000,0.4068
[3][59/258],3.561,3.705,1.0555,1.0615,0.4000,0.4067
[3][60/258],3.636,3.704,1.0496,1.0613,0.3000,0.4049
[3][61/258],4.041,3.709,1.0309,1.0608,0.3000,0.4032
[3][62/258],2.852,3.695,1.1625,1.0624,0.5000,0.4048
[3][63/258],4.195,3.703,0.9407,1.0605,0.3000,0.4031
[3][64/258],3.574,3.701,1.1782,1.0623,0.2000,0.4000
[3][65/258],3.385,3.696,1.0931,1.0628,0.5000,0.4015
[3][66/258],4.019,3.701,1.2633,1.0658,0.4000,0.4015
[3][67/258],3.273,3.695,0.9016,1.0634,0.5000,0.4029
[3][68/258],3.274,3.689,1.0485,1.0632,0.6000,0.4058
[3][69/258],2.383,3.670,1.0935,1.0636,0.3000,0.4043
[3][70/258],4.304,3.679,1.1524,1.0648,0.2000,0.4014
[3][71/258],3.573,3.678,1.0421,1.0645,0.3000,0.4000
[3][72/258],3.813,3.680,0.8633,1.0618,0.7000,0.4041
[3][73/258],4.085,3.685,0.9655,1.0605,0.4000,0.4041
[3][74/258],4.227,3.692,1.0092,1.0598,0.4000,0.4040
[3][75/258],4.090,3.697,1.1671,1.0612,0.5000,0.4053
[3][76/258],4.451,3.707,1.0071,1.0605,0.4000,0.4052
[3][77/258],3.515,3.705,1.0225,1.0600,0.4000,0.4051
[3][78/258],3.275,3.699,0.8661,1.0576,0.7000,0.4089
[3][79/258],3.248,3.694,1.1483,1.0587,0.2000,0.4062
[3][80/258],4.003,3.698,0.9350,1.0572,0.4000,0.4062
[3][81/258],4.375,3.706,1.0175,1.0567,0.4000,0.4061
[3][82/258],3.130,3.699,0.9817,1.0558,0.4000,0.4060
[3][83/258],3.149,3.692,0.9297,1.0543,0.5000,0.4071
[3][84/258],3.523,3.690,0.9709,1.0533,0.5000,0.4082
[3][85/258],3.208,3.685,0.8385,1.0508,0.8000,0.4128
[3][86/258],3.104,3.678,0.9797,1.0500,0.2000,0.4103
[3][87/258],3.103,3.672,1.2648,1.0524,0.3000,0.4091
[3][88/258],2.653,3.660,1.0485,1.0524,0.4000,0.4090
[3][89/258],3.924,3.663,0.9950,1.0517,0.2000,0.4067
[3][90/258],4.246,3.669,1.0827,1.0521,0.5000,0.4077
[3][91/258],3.492,3.667,1.0838,1.0524,0.5000,0.4087
[3][92/258],3.601,3.667,1.0905,1.0528,0.3000,0.4075
[3][93/258],2.417,3.653,1.1693,1.0541,0.4000,0.4074
[3][94/258],2.822,3.645,1.1691,1.0553,0.3000,0.4063
[3][95/258],3.264,3.641,1.0721,1.0555,0.4000,0.4062
[3][96/258],3.408,3.638,0.9660,1.0545,0.3000,0.4052
[3][97/258],3.853,3.641,0.9046,1.0530,0.3000,0.4041
[3][98/258],3.706,3.641,1.0223,1.0527,0.6000,0.4061
[3][99/258],3.240,3.637,1.0264,1.0524,0.5000,0.4070
[3][100/258],3.729,3.638,1.0044,1.0520,0.3000,0.4059
[3][101/258],3.701,3.639,0.9353,1.0508,0.6000,0.4078
[3][102/258],3.462,3.637,1.0070,1.0504,0.8000,0.4117
[3][103/258],3.490,3.636,0.9696,1.0496,0.4000,0.4115
[3][104/258],3.493,3.634,1.2719,1.0517,0.4000,0.4114
[3][105/258],3.735,3.635,1.1599,1.0527,0.4000,0.4113
[3][106/258],4.687,3.645,0.9958,1.0522,0.4000,0.4112
[3][107/258],3.718,3.646,1.0813,1.0525,0.4000,0.4111
[3][108/258],3.431,3.644,1.0863,1.0528,0.4000,0.4110
[3][109/258],3.367,3.641,1.0025,1.0523,0.4000,0.4109
[3][110/258],2.961,3.635,1.1636,1.0533,0.2000,0.4090
[3][111/258],2.717,3.627,1.1682,1.0544,0.1000,0.4062
[3][112/258],3.261,3.624,1.0925,1.0547,0.4000,0.4062
[3][113/258],3.342,3.621,0.9978,1.0542,0.5000,0.4070
[3][114/258],3.176,3.617,0.9503,1.0533,0.5000,0.4078
[3][115/258],3.216,3.614,0.9886,1.0527,0.6000,0.4095
[3][116/258],4.357,3.620,0.9463,1.0518,0.4000,0.4094
[3][117/258],4.364,3.626,0.8937,1.0505,0.9000,0.4136
[3][118/258],3.058,3.622,1.0767,1.0507,0.3000,0.4126
[3][119/258],3.651,3.622,0.9313,1.0497,0.5000,0.4133
[3][120/258],4.253,3.627,1.2795,1.0516,0.4000,0.4132
[3][121/258],4.746,3.636,0.9832,1.0511,0.5000,0.4139
[3][122/258],4.727,3.645,1.0006,1.0506,0.2000,0.4122
[3][123/258],3.305,3.642,0.9785,1.0501,0.6000,0.4137
[3][124/258],3.131,3.638,0.9885,1.0496,0.4000,0.4136
[3][125/258],3.466,3.637,1.0669,1.0497,0.3000,0.4127
[3][126/258],3.623,3.637,0.8914,1.0485,0.5000,0.4134
[3][127/258],3.182,3.633,1.1451,1.0492,0.3000,0.4125
[3][128/258],3.668,3.634,1.3067,1.0512,0.3000,0.4116
[3][129/258],3.129,3.630,1.0930,1.0515,0.6000,0.4131
[3][130/258],4.036,3.633,0.9254,1.0506,0.3000,0.4122
[3][131/258],3.543,3.632,1.0516,1.0506,0.5000,0.4129
[3][132/258],3.400,3.630,0.8154,1.0488,0.6000,0.4143
[3][133/258],3.415,3.629,1.2309,1.0502,0.2000,0.4127
[3][134/258],4.156,3.633,1.2050,1.0513,0.1000,0.4104
[3][135/258],3.975,3.635,1.1542,1.0521,0.3000,0.4096
[3][136/258],3.474,3.634,0.9572,1.0514,0.3000,0.4088
[3][137/258],5.692,3.649,1.0452,1.0513,0.2000,0.4072
[3][138/258],2.720,3.642,0.9883,1.0509,0.5000,0.4079
[3][139/258],3.164,3.639,1.0462,1.0508,0.3000,0.4071
[3][140/258],4.086,3.642,1.1202,1.0513,0.2000,0.4057
[3][141/258],3.267,3.639,1.0099,1.0511,0.3000,0.4049
[3][142/258],4.262,3.644,1.2340,1.0523,0.3000,0.4042
[3][143/258],3.253,3.641,1.0409,1.0522,0.6000,0.4056
[3][144/258],3.822,3.642,1.1108,1.0527,0.4000,0.4055
[3][145/258],4.374,3.647,0.9383,1.0519,0.6000,0.4068
[3][146/258],4.210,3.651,1.0064,1.0516,0.3000,0.4061
[3][147/258],3.559,3.650,1.0772,1.0517,0.2000,0.4047
[3][148/258],3.035,3.646,1.1681,1.0525,0.4000,0.4047
[3][149/258],4.673,3.653,1.1456,1.0531,0.3000,0.4040
[3][150/258],3.817,3.654,1.1334,1.0537,0.5000,0.4046
[3][151/258],3.993,3.657,1.0372,1.0536,0.1000,0.4026
[3][152/258],3.829,3.658,1.0007,1.0532,0.5000,0.4033
[3][153/258],4.278,3.662,1.1483,1.0538,0.4000,0.4032
[3][154/258],4.288,3.666,1.1001,1.0541,0.3000,0.4026
[3][155/258],3.067,3.662,1.1024,1.0544,0.5000,0.4032
[3][156/258],3.862,3.663,1.2349,1.0556,0.0000,0.4006
[3][157/258],3.521,3.662,1.1125,1.0560,0.2000,0.3994
[3][158/258],4.011,3.664,1.0582,1.0560,0.3000,0.3987
[3][159/258],3.690,3.665,1.0284,1.0558,0.6000,0.4000
[3][160/258],3.904,3.666,1.0858,1.0560,0.3000,0.3994
[3][161/258],3.160,3.663,1.1318,1.0564,0.1000,0.3975
[3][162/258],3.515,3.662,1.0490,1.0564,0.6000,0.3988
[3][163/258],4.383,3.666,1.0705,1.0565,0.2000,0.3976
[3][164/258],3.658,3.666,1.0361,1.0564,0.3000,0.3970
[3][165/258],3.919,3.668,1.0498,1.0563,0.3000,0.3964
[3][166/258],3.338,3.666,1.0367,1.0562,0.4000,0.3964
[3][167/258],3.773,3.667,1.0462,1.0561,0.7000,0.3982
[3][168/258],4.783,3.673,1.0660,1.0562,0.4000,0.3982
[3][169/258],3.795,3.674,0.9926,1.0558,0.2000,0.3971
[3][170/258],3.393,3.672,0.9657,1.0553,0.5000,0.3977
[3][171/258],3.343,3.670,1.1892,1.0561,0.2000,0.3965
[3][172/258],3.428,3.669,1.0103,1.0558,0.5000,0.3971
[3][173/258],3.738,3.669,1.0122,1.0556,0.5000,0.3977
[3][174/258],4.232,3.673,1.3474,1.0572,0.3000,0.3971
[3][175/258],3.471,3.671,1.0158,1.0570,0.4000,0.3972
[3][176/258],3.176,3.669,1.0632,1.0570,0.4000,0.3972
[3][177/258],3.596,3.668,1.1384,1.0575,0.4000,0.3972
[3][178/258],3.523,3.667,1.0437,1.0574,0.4000,0.3972
[3][179/258],4.273,3.671,1.0134,1.0572,0.5000,0.3978
[3][180/258],2.520,3.664,1.1360,1.0576,0.6000,0.3989
[3][181/258],4.214,3.667,1.0015,1.0573,0.4000,0.3989
[3][182/258],4.266,3.671,0.9791,1.0569,0.5000,0.3995
[3][183/258],3.575,3.670,1.1309,1.0573,0.4000,0.3995
[3][184/258],4.087,3.672,0.9722,1.0568,0.7000,0.4011
[3][185/258],4.358,3.676,0.9575,1.0563,0.5000,0.4016
[3][186/258],4.485,3.680,1.0357,1.0562,0.2000,0.4005
[3][187/258],3.660,3.680,0.8339,1.0550,0.7000,0.4021
[3][188/258],4.295,3.684,1.1230,1.0553,0.5000,0.4026
[3][189/258],3.865,3.685,1.1773,1.0560,0.4000,0.4026
[3][190/258],3.366,3.683,1.0221,1.0558,0.3000,0.4021
[3][191/258],3.900,3.684,0.9255,1.0551,0.5000,0.4026
[3][192/258],3.655,3.684,1.2128,1.0559,0.2000,0.4016
[3][193/258],4.209,3.687,1.0655,1.0560,0.4000,0.4015
[3][194/258],4.582,3.691,0.9785,1.0556,0.4000,0.4015
[3][195/258],3.425,3.690,0.8238,1.0544,0.7000,0.4031
[3][196/258],3.925,3.691,0.9307,1.0538,0.7000,0.4046
[3][197/258],2.445,3.685,1.4149,1.0556,0.2000,0.4035
[3][198/258],4.765,3.690,0.9952,1.0553,0.3000,0.4030
[3][199/258],4.492,3.694,1.1143,1.0556,0.4000,0.4030
[3][200/258],3.789,3.695,1.0400,1.0555,0.4000,0.4030
[3][201/258],3.230,3.692,0.9950,1.0552,0.4000,0.4030
[3][202/258],3.799,3.693,1.1304,1.0556,0.4000,0.4030
[3][203/258],2.250,3.686,1.0745,1.0557,0.4000,0.4029
[3][204/258],4.023,3.687,0.9862,1.0554,0.3000,0.4024
[3][205/258],4.587,3.692,0.9987,1.0551,0.2000,0.4015
[3][206/258],3.450,3.691,0.9043,1.0543,0.4000,0.4014
[3][207/258],3.868,3.691,1.1464,1.0548,0.4000,0.4014
[3][208/258],3.094,3.689,1.0320,1.0547,0.6000,0.4024
[3][209/258],4.005,3.690,0.9296,1.0541,0.4000,0.4024
[3][210/258],4.057,3.692,1.2250,1.0549,0.1000,0.4009
[3][211/258],3.641,3.692,0.9386,1.0543,0.6000,0.4019
[3][212/258],3.633,3.691,0.9758,1.0540,0.5000,0.4023
[3][213/258],4.431,3.695,0.8835,1.0532,0.7000,0.4037
[3][214/258],3.368,3.693,1.0743,1.0533,0.4000,0.4037
[3][215/258],3.780,3.694,1.2879,1.0544,0.1000,0.4023
[3][216/258],4.442,3.697,0.9364,1.0538,0.4000,0.4023
[3][217/258],3.126,3.694,0.8758,1.0530,0.5000,0.4028
[3][218/258],4.113,3.696,0.8942,1.0523,0.4000,0.4027
[3][219/258],2.848,3.693,1.0842,1.0524,0.4000,0.4027
[3][220/258],4.173,3.695,1.2536,1.0533,0.2000,0.4018
[3][221/258],4.585,3.699,0.9946,1.0531,0.2000,0.4009
[3][222/258],5.167,3.705,1.1683,1.0536,0.5000,0.4013
[3][223/258],4.036,3.707,1.0854,1.0537,0.4000,0.4013
[3][224/258],3.244,3.705,1.0853,1.0539,0.4000,0.4013
[3][225/258],3.620,3.704,1.1723,1.0544,0.3000,0.4009
[3][226/258],4.289,3.707,1.0534,1.0544,0.4000,0.4009
[3][227/258],3.484,3.706,1.1233,1.0547,0.4000,0.4009
[3][228/258],4.010,3.707,0.8555,1.0538,0.4000,0.4009
[3][229/258],4.488,3.711,0.8832,1.0531,0.6000,0.4017
[3][230/258],3.557,3.710,1.0305,1.0530,0.4000,0.4017
[3][231/258],4.912,3.715,0.9764,1.0527,0.5000,0.4022
[3][232/258],3.827,3.716,1.0752,1.0527,0.5000,0.4026
[3][233/258],2.690,3.711,1.1545,1.0532,0.4000,0.4026
[3][234/258],4.375,3.714,1.0545,1.0532,0.3000,0.4021
[3][235/258],3.581,3.714,1.0638,1.0532,0.4000,0.4021
[3][236/258],3.196,3.711,0.9922,1.0530,0.4000,0.4021
[3][237/258],4.856,3.716,1.0142,1.0528,0.6000,0.4029
[3][238/258],4.109,3.718,0.9649,1.0524,0.6000,0.4038
[3][239/258],3.334,3.716,1.1627,1.0529,0.4000,0.4037
[3][240/258],3.717,3.716,1.1875,1.0535,0.4000,0.4037
[3][241/258],3.342,3.715,0.9283,1.0529,0.5000,0.4041
[3][242/258],3.266,3.713,0.9703,1.0526,0.6000,0.4049
[3][243/258],3.629,3.712,0.9200,1.0521,0.5000,0.4053
[3][244/258],3.333,3.711,1.0999,1.0523,0.5000,0.4057
[3][245/258],3.976,3.712,1.2078,1.0529,0.2000,0.4049
[3][246/258],5.192,3.718,1.0621,1.0529,0.5000,0.4053
[3][247/258],4.524,3.721,1.1160,1.0532,0.1000,0.4040
[3][248/258],3.318,3.720,1.0551,1.0532,0.3000,0.4036
[3][249/258],3.801,3.720,1.0285,1.0531,0.7000,0.4048
[3][250/258],3.369,3.719,0.9843,1.0528,0.5000,0.4052
[3][251/258],4.610,3.722,1.0660,1.0529,0.4000,0.4052
[3][252/258],4.032,3.723,1.0624,1.0529,0.5000,0.4055
[3][253/258],4.941,3.728,1.0101,1.0527,0.3000,0.4051
[3][254/258],3.308,3.726,1.1132,1.0530,0.6000,0.4059
[3][255/258],3.365,3.725,1.0854,1.0531,0.3000,0.4055
[3][256/258],2.930,3.722,1.1617,1.0535,0.1000,0.4043
[3][257/258],2.660,3.718,0.8881,1.0531,0.7143,0.4051
[4][0/258],3.301,3.301,0.9248,0.9248,0.6000,0.6000
[4][1/258],2.856,3.078,1.0073,0.9660,0.5000,0.5500
[4][2/258],3.003,3.053,0.9136,0.9485,0.4000,0.5000
[4][3/258],2.484,2.911,0.9861,0.9579,0.3000,0.4500
[4][4/258],2.437,2.816,1.0235,0.9710,0.3000,0.4200
[4][5/258],2.577,2.776,1.2170,1.0120,0.4000,0.4167
[4][6/258],4.706,3.052,0.9003,0.9961,0.7000,0.4571
[4][7/258],2.374,2.967,1.1976,1.0213,0.4000,0.4500
[4][8/258],3.682,3.047,1.0583,1.0254,0.4000,0.4444
[4][9/258],4.903,3.232,0.8681,1.0097,0.6000,0.4600
[4][10/258],2.582,3.173,1.0630,1.0145,0.4000,0.4545
[4][11/258],2.988,3.158,0.9282,1.0073,0.6000,0.4667
[4][12/258],3.389,3.176,0.8886,0.9982,0.6000,0.4769
[4][13/258],2.860,3.153,1.0787,1.0039,0.3000,0.4643
[4][14/258],2.738,3.125,0.8575,0.9942,0.6000,0.4733
[4][15/258],3.008,3.118,1.0915,1.0003,0.5000,0.4750
[4][16/258],2.623,3.089,1.1414,1.0086,0.4000,0.4706
[4][17/258],3.056,3.087,1.1900,1.0186,0.0000,0.4444
[4][18/258],3.691,3.119,1.0669,1.0212,0.6000,0.4526
[4][19/258],3.167,3.121,1.1277,1.0265,0.3000,0.4450
[4][20/258],2.995,3.115,0.9365,1.0222,0.5000,0.4476
